11, 414582
21, 28520
22, 28207
23, 1270691
31, 192477
32, 192477
33, 192477
42, 673738
44, 809562
45, 809562
48, 216233
49, 216233
51, 290960
52, 643483
53, 683800
54, 2058179
55, 44616
56, 2499821
61, 325937
62, 1311395
71, 266428
72, 749578
81, 1618545
92, 215203
